d1914a1 d1914a2 2I1M18P2I10P2D1P7I18P1D10P1I1P1D5P1I3P4M3D1I
d2e2ra_ d3u9qa_ 2M1I1M11P3I3P1M3D28I2M1P4M58P2D8P1I1P1I1P1M9P1M1I36P1M62P1M1I15P1D2P
d2e2ra_ d3vhva_ 3D11I1M83P2I62P1I25P3D4P1I29P1I1P2I13P1I1P2I2P13I
d2e6fa_ d3krua_ 2M1I6P1I13P4M10I24P4M16D3M5P1I1P1I2M2P2M1P1M3P2I2P1I10P1I1P11I1M20I1M1I2P1M8P1M2P2M1P1M10P1D1M1D3M5P12I1P3M12P2I1P4I9P1I1M1I1M1I2M12P1I10P7M18D1M2D1M18P1D19P1I14P1D8P1D2P1M1D1M21D13I
d2e7ja_ d2epja_ 48I6P1M1I2P1I2P1M1P1I11P1I1P9I1M2P1M3P1M9P1I21P1M2I2M12P2M3P1M11I1M2I1M1P1M1I7P7D14P2D1M12P1I6P1I1P2I1P2M22P1I3P1M1I2M2I1M9P1D1P1D2P1M21P2M5D1M4P2M19P1M1D2M1P2M16P4I3M1P1M1P2D10P1M2D12I5M5D3M14P2D1M1D3M6P1I2P1M16P2I1P1M
d2e7ja_ d2ez1a_ 14I1P27I8P1D1M4P2M1I8M1P6I46P1D24P2I2P1I1P4I1M16P2M13P1I6P3I22P4M14I1P3I2P3M18P1D7P2D1P1D5P1M6D1M5P3I1M1P1I2P3M17P2I25P1D1P1D1P1M13P3M2D2I4M9P1I7P3M16I1M7P1I2P1I20P1M24I
d2e7ja_ d2f8ja_ 20I4M6P2M9P3M1I2M8I1M1I1M12P1I1M2I2P2I18P1D1P3D18P2M11P2D1P1D3P2D1P2D2P2D3P3D1M18P1D21P1D11P2I1M2I13P1I18P10D6P1M16P2M2P5M16P1D5P2D9P4M1P2M1P5D1M7P1D1P4D3P1M1D4M6P1D1M2P1D2M2P1M3P1M2P1D2P4D
d2e7ja_ d2fnua_ 1M1P1M3P2D2P1D12P1M1I1P7I1M2P1M3P1M28P1I1P1I3P1M1I30P2D1P2M10P1D1P2D2P1D1P1D8P1D2P2D2M27P2M3I1M4P1D1P1D9P1I14P1I10P1M1I3M3P5I1M1I1M1I3M1P1M22P1D1P2D1M2P1M2P1M3P1M9P4M2P1M2I1P1I1P1I1P1I4P9M3D3M5P1D2P3D4P1M2D26I3M8P1I16P5M
d2e7ja_ d2gb3a1 28I4M6P2M6P6M1I2M9I1M6P2I5P1I1P1M1I1P1I2P2I21P1M31P1D3P1M10P3D2P2D19P3I21P1D5P4I1M6P2M2I13P1I10P2D7P1M7D5P1M1I17P2M4P1M1I1P2M2P1M15P1M2P1D1P2M10P4M1D1I2M1D1M1D1M3P3M2P1M1D1P1M1D3M1P2M1D1I1M9I2M6P2M2P1D10P7M1I1M
d2e7ja_ d2q7wa_ 1D10I6M3P1M5I1M7P1M2P1M1I1M1P2I1M5I1M3I1M1P1M11P5I1M1P4I1P1I19P2I1P2M34P2M14P3D1M7P1I10P3I23P3M1I2P2I2P1I2M4P5I13P1I12P3I1M2P2M3P1M6D5P2I1M12P2M1P5I1P1I5P5M2P1M12P1I1P1I1P1I2M1P4M10P2M1D1I1M1P2M1P5D1M5P2D1M7D2P2D3M6P1M5D1M8P7M1D1I
d2e7ja_ d2rfva_ 23D28I3M26I1M1P2M2P1M50P1I3P2I1P1I7P1M7D10P3D1P2D1M42P1M1D21P1I2P1I19P2M5D1M3P1M1P1M1P1D21P3M2P1M10P1D7P2M1I1M1P1I1P12I9P1D3P1M1D1P5D2M7P2D4P11I3P1M1I1P1M16I1M25P1M2D1M1D
d2e7ja_ d2z61a_ 29I5M5P2M12P1I1P3I1M7I1M5P1D7P3I1P1I1M1I1P3I49P1D2P7D10P2D2P2D1P1D18P1D21P1D3P4I8P2I1M2I13P1I9P3D7P1M7D5P1M2I16P1I2M1P1M1I1P6M2P2M10P1D1P1M3P1D2P1D3P1I5P6M1D1I3M1D1M1D2M5P2D1M6D1M1P2M1D1I1M1D7I2M5P3M3D1P1M1D1M6P2M2P3M
d2e7ja_ d2zc0a_ 34I5M5P3M1I3P1I7P1M1I1P2I1M1I1M9I5P1D7P5I1P1I2P2I21P1M30P1M3D3M15P1I11P1I10P2I1M2P1I17P1D5P5I2M6P3I1M22P3D7P1M7D5P1M2I15P2I3P2M1I2P2M1I3M2P2M2P1M9P3M1P1M2P1M9P2M2D2I2M2D2I1M3D3I2M5P2D1M6D1M1P2M1D1I1M1D9I2M6P2M3D1M1P2M2P2M2P5M1I2M2I
d2e7ja_ d3bc8a1 15D24I2M2D2I2M33I3M1P16I1M6P1D7P4I1P2I7P1I15P3I11P1M22P1M1I18P1M1D1M12P1M1P1M30P1M1I1P1M1I5P4I24P1I4P1M3P9D1P1D9P1D9P2I1P3I25P1I6P1D1M2P1M13P3M1P2M2D1M2P2M2P2M2P1D5P5M23I8P1I4P1M15P1I2P4I
d2e7ja_ d3bn1a_ 1M5P2D2P1D8P1M2P2M1I1P8I1M2P1M3P1M28P1I35P1D3M8P1D2P2D3P2D10P1D1P1M2D2M26P1D3P1M2I1P4M10P1I17P1I7P1M3I1P1M3P2M2I1M1I3M1P2M3P1M17P4M1P1M12P1M1D4P5M2I1M1P1I1P1I6P5M1P3M4D4M6P3D4P1M2D25I4M7P1I15P2M2D1M1D
d2e7ja_ d3doda_ 42I6P1M1I2P1M2P1I1P1M1I10P1I1P13I7P1D8P2I22P8I1P2M7P15D11P1M2I1M1I1M2I1M1P2M2P1M5P2M1P1M1I1M9P1I3P2I5P1M2I26P3I3P1I2M1I1M10P1D2P1M19P1D1M1P2M1P1M1D1I1M1D1I2M3P3M18P2I26P1M1P2M2D11P2M5I2M1D1I3M2D4M15P1M1D1M1D9P1I16P1I1P2M1I2M2I
d2e7ja_ d3dzza_ 7I1M15I1M1I2M6P3M6P2M1P2M1I1P7I3M12P6I3P2I21P2M18P2M11P2M1P1M3P2D10P1D21P1M11P3I11P3M3I1M3P3M1P4I1M2I15P1M9P1D6P1M7D5P2I1M1I16P1M6P3M1P1I2P1M13P1I5P1D1P2M8P6M1D1I1M4D1I5M2P3M1P4D1M3P1M1D1I1M6I2M10P1D1M9P8M
d2e7ja_ d3euca_ 28I3M7P4M3I1M1P1I8P1I1P5I17P3I35P3M1P3M13P2D17P4D19P1M10P5I10P1M1P1M7P1M1I2M2I7P1M1D2M1P1M4P1I14P10D4P1M18P1M3P2M1P2M16P1M5P2D11P4M1D1M6D1M6P1D1P4D4P3M6I2M6P1D1M2P1D1M11P3M2D1M
d2e7ja_ d3ezsa_ 1D24I6M3P2M10P2M1I1P1I1M8I1M5P1D7P5I1P1I2P2I20P2I35P1M4P3D2P1D1P2D3P2M1P2D17P3I24P2M3I1P1M7P7I1M2I15P1I17P1M7D2P1D1M1P1M4P3M11P2M2P5M2P2M9P4D1M2P2D1M11P8M4D1P1M2P2M1P1D1P6D1M2P2M1I1M7I2M6P2M2P1D8P1M1P1M1D3M1D2M
d2e7ja_ d3ffha_ 27I3M7P2M11P1I2P3I1M1I1M5P1D6P2M2P2I20P2M32P2D13P3D1P2D20P1M9P1I2P1I11P2M2I2M1I1M4P1M1I2M2I14P1I17P10D6P1M16P2M2P2M1P2M2P1M12P2M5P2D11P1D3M1D1I1M5D2M6P1D1P3D5P3M3I1M7P1D2P1D12P1D2P1M3D
d2e7ja_ d3ftba_ 1D2M7P2M6P5M1I1M1P1I1M4I2M2I1P1M10P1M1P2I19P1D1P3D31P2D14P1D1P5D19P1M9P2I1P1I11P2M1P1I1P2I5P1M1I2M2I13P1I10P2D7P1M7D23P2M2P3M1P2M16P1I6P2D11P2M1P2M1P5D2M6P1D1P4D4P3M6I1M8P1D1P1D16P1D1P1M
d2e7ja_ d3fvsa_ 1D26I3M6P2M11P1M1I1P5I1M7I1M12P2I1M1P1I1P1I1P4I54P2M6I1M1I1M1I2M4P1D1M7P2D20P2I3P1I17P1D5P5I1P1M4P2M1I1P3I13P1I9P3D7P1M7D5P1M2I16P3M7I5P1I2P1M2P1M17P2D1P1M9P1M1I3M1I6M2D12I2M3P2M1D1P1M6D1M1P2M1D1I1M1D12I2M6P1M1P1M1D2M1P1D2P1M11P
d2e7ja_ d3k40a_ 23I1P48I1P1I6P1D1P1D12P1M1I1P1I1M11I1M13P4I1P3I2P7I20P3I1P15I2P1I30P3D19P1I47P4I1M2I3M27P2D5P10D1P5D1M3P1M1D1M9P1I1P1M2P1I2P2M18P1I6P1D1P1D11P7M1D1M2D2M6P1D1P1D1P1D4P2M2D4I1M7P1M1I1P1I20P1I1P2I
d2e7ja_ d3k7ya_ 28I2M1I2M2P1M3P1M5I1M7P4M1I2M1I2M9I1M1P1M11P1M5I1P4I1P1I19P1I2P1M18P2M30P3D1M8P1I10P2I1M2P1I17P1D5P3I1P2I2P2I3P1M1P3I1M1I15P1I10P2M1I1P3M3P1M4D1M5P2I1M11P4M5I1P1I8P1I2P1M16P6I7M9P3M1D1I1M1P1M1D1M5D2M4P2D1M7D2P1M1D1M2D1M6P1D1M3D1M9P1M1P4M1I1M2I
d2e7ja_ d3l44a_ 55I6P1M1I2P1I2P1M1P1I11P1I1P9I1M15P1I22P1M2I2M10P1M1P2M3P1M10I1M2I1M1P1I1M7P7D14P2D1M11P1I7P3I28P2I1P3M2I11P2D2P1M17P1D3P2M2D1M2D1M4P2M19P2I2P1M1P1M2P2M2P1M9P1I1P1I4P1M1D1M1D4M6P2M1D11I5M6D3M14P2D1M2D1P1M6P2I19P1M1I1P1I
d2e7ja_ d3pdxa_ 1D9I6M3P1M4I1M8P1M1P2M1I1P3I2M8I1M11P2M2I1P1I1P3I21P1M31P5M11P3D1P2D19P3I21P1D5P5I8P2I1M1I13P1I11P2I1P1I1P1M5P2M6D5P1M1I1P1M6P5M2P1I2P9M1P2M2P1I12P1M4P2D4P1I6P2M2I5M1D4I1M3D3I2M5P2D1M6D1M1P2M1D1I1M1D5I2M6P1D1M3D10P2M1P2M1I2M2I
d2e7ja_ d3piua_ 14I2M7I4M4P3M1P2I2P1I1P2M2I4M1P1M1I1M16I1M5P1D7P8I3P2I21P1M19P1I13P2M1P1D14P1M1P2I21P2I3P1I20P3M4I2M6P6I1M24P1D7P1M7D5P2M8P1M2P1M2P1I1P2I7P3M1P2M2P2M15P1D1P1M9P6M2D8I1M3D3I2M5P10D2P3M1D9I3M5P2M3D1M1P2M2P2M2P2M1P2M1I2M2I
d2e7ya_ d3jxpa_ 2I1M10P26I8P3I1M15P2I1M1I1P1M7I22P1D4P8D10P1I5P2M5P2M3P1D18P1M2D13P1M9I1P1M2I10P2M31D1P1M11P3I18P17I6P3I25P3M2I8P1D1P2D1P1D5P3D4P4I
d2e8ba_ d2i5ea1 11D8P1M5P2I2P1I3P1I20P1I18P1I8P1D1P1D1P1D13P1D26P1D5P5M6P1I4P1M1D1P1M2D2M3D3M1P1I2P1M5P4I1M5P3D8P1I2P32I1M3I
d2e8ba_ d2vsha_ 9D10P2D1P1D1M7D1M3P1M2I1M13P2I10P2I5P1I3P9I6P1D1P1D1P1D14P4I1P3I25P1I9P1I1P23I3P1D6P1I10P1M5P2I2P1I1M6P1I7P3D1M7P1I1P1I1P2I1M7I
d2e8ba_ d3q80a_ 9D15P1M1P1D3P2M1I1M2P1M2I1M12P1I1P1I10P2I5P1I4P1I5P1M1P1D1P1D13P1I27P2I10P24I3P1D8P1I10P2D4P1I1M5P2I8P4D7P1I1P1I1P2I1M8I
d2e9xa1 d2e9xd1 1D2I3M12P1I25P2D1P13D34P1M1D1P1M1D1M2P2I2P3I2M26P2I2P3I3M1P1M1P1I4M3D2I
d2e9xb1 d2e9xc1 17P1M1D1P3D3P2I13P1D2P1D1P1D27P1D2P1M1P1D1M1D1M2P2I26P1D2P
d2eava_ d2f2la_ 2D13P2I73P1I1P1I54P1I3P1I17P1D
d2eava_ d2rkqa_ 15P2I149P3I
d2eava_ d2wkxa2 20D21I1M1P1M12P1D1P7D7P1M1D2P4D1P2D11P7I15P1I1P7I16P8I21P1D1P1D5P1I9P2I9P2D6P3I1M2P1M
d2eava_ d2xz4a_ 2D13P1I3P1I69P2I4P2D71P1I
d2eava_ d2y28a_ 1P6I1M1I5P1M3D1P2D1P1M4P2I1P1M11P2I1P1I3P4D1P2D7P1I1P1I1P7I1M2I1M3P1D1P2D26P1I1P7I14P1D22P1D4P1M12P2I8P2D2P2M2P1M1I1M2D2I
d2eava_ d3rdra_ 1D6P4D1M4P4I6P1D13P3M2D1M10P2D2P1D1P1D1P2D8P1D17P1I1P2I1P1I12P1M5D3I1M18P1D4P1M16P1D8P1I2P1D1I1M2D1I
d2eb4a_ d2wqta_ 1M31P2M33P6M74P3M111P1I
d2eb4a_ d3s52a_ 55D15I1M10P5M2I1M4P1I23P1I1M19P2D22P1M1P1M1P3M1P1M2P2D3P1I1M3P2I5P2M3P2M27P1M11P1D1P4D32P1D8P
d2ebja_ d3giua_ 1I55P1I95P3I19P1M1P1M1I20P14I
d2ebna_ d2uy2a_ 3D1M11P2I1P1I1P1I8P7D14P7D6P1M1P1I1M1P1M8I1M4P1M18P1M1I3P1D2P2D19P7I1P4I12P1M12D2P1D1M14P4I9P5I6P2M1P5D1P2D9P5I1P5I1M1P2I2P1I2P2M6P1D9P3I2P2I1M2P4I1M12P1I10P3M1D1M3P2M1P1D11P1M13D1I
d2ebna_ d3mu7a_ 2D2P1D11P1I1P1I8P7D15P1M1P4D1M5P1M1P2M1P1D23P1M1I1M2P1D2P2D18P1I1P8I1P4I11P1M13D3P1M14P3I9P4I1M5P2M5D1M2P1D9P6I1P8I1M3I4P3M2P1D2P2D9P1I2P1M3I3P2I1P1I1P1I10P1I10P3M2D1P3D2P1D6P6D2P2M9D
d2ebsa2 d2hu7a1 8D8I5M2P4M4P1M7P1M1P1M1I1M11P1D6P1D2P1D9P1D1M11P1M5D3I2M7P2M1P1I9P1D2P3D1M2D1M6P2D9P1M1D11P1M2D6P2D1M2P1M7P2D9P1I1P4I9P1M6P1M2D2P1M8P1M2D1P1M1P1M7P1M2I5P1M1P2M1I6P7I1P2I9P1M1P1M1D2M8P5D1M8P1D1P1D7P3D1P2D1P1M2D6P1I7P3M1I1M9P2M17D6I
d2ebsa2 d2ovrb2 9D11I1M1P1M2P1I8P2D1M1P1M11P2M1P2M2I1M6P2M2D1P1M6P2M3D7M5P2M12I3M2P1M1I1M1P2I3M1I1P3M13I1M1P1I3P1M2P1M1P3M3D1M1D1M1D1M5P1D10P3D1P1D8P2M1P4M5P1M4P1D4P2D9P1I9P1M1D1M1P1M1P1M3P1D11P1M2D9P3M8P1M7P1I1P1I1M2P2I2P1M3P1M1P1D1M7P2M6D1M8P1I11P1M1P1I1M3P1M5P1D11P1M4I8P2M18D3I
d2ebsa2 d2pbib_ 9D50I5M21P1M16P6M6P1M1D5M5P2M7D3M4P3M1D3I3M2I1M2P1M5P1M5D20P4D1M12P2M1P2M2P1M10P2M1I8P1I9P1M1D1M3P1M3P1D12P1M12P1M7P2M9P2I1M2I1M8P1D8P2M5D2M8P1M8P2D16P1D15P21D
d2ebsa2 d3emha_ 9D8I4M29P1M1I1M7P1M1D12P1D10P2M8D1M5P4M6P1D5P1M5D20P4D1M6P1M1I8P1M2D3P1M7P1M10P1I9P2M7P3M11P1D12P1M7P2M6P1M3P1M1P4I1P1I9P1D6P1M5D2M8P1M8P2D33P1M19D
d2ed6a1 d2edma1 11D2I1M2D1M13P1D1P1D41P1I6P3M1D1M29P1M1I1P4M3P1D11P1I2P1I11P1D5P4D12P2M7I
d2eena_ d3n10a_ 5I12P1I8P1I4P1I2P1I11P1M17P2D12P5D3P1D7P1D30P1D41P1I4P1I12P1M2D
d2ef5a_ d3nioa_ 34I1M11P6I13P6M6I1M2P3I12P2D1M2D15P1I2P1M22P1I19P6M11P6D1P3D15P1M1P1I1P1I1M19P2M55P1D36P1M3I1M1I2M
d2ef7a1 d2j9la1 1D1M10P5I10P1M1P1I7P1D4P1I6P3I17P1I1P1M2I1P1I1M1I1P3I6P16I1P1I34P1D21P3I
d2ef7a1 d2nyca1 1I2M2I1P1M1P1M1I1M6P1I14P1D1M1P1M1D1M3P2I7P1I1P1I7P1D1M2P1M3P1M1P1M1D2P1D7P1I2M2D1I48P1D1P
d2ef7a1 d2o16a3 2D40P1I20P1M1D1I30P1M10P1D9P1M2I1P3M1P2M1P1M1I2M2I
d2ef7a1 d2ouxa2 3D29P1I2P1I1M2I2P1I6P2I8P1D6P4D1P1D60P2M2I1M
d2ef7a1 d2rc3a1 2D8P2I1P1I31P1I3P1M5P2M1P2M3P1M4P1I43P1D11P2M1P3M2D
d2ef7a1 d2riha_ 3D27P1M1D3P1M1P1I5P2I1P1I3P1I5P2M1P2M1P2M4P1M1P1D7P1D46P1I1P1I2P3M1D4I
d2ef7a1 d2v8qe1 4I1P1M1I5P2I6P1I29P1I16P1M2P1I1P1I1M10P2I1M3I1M1I45P1I1P1M1I1M2P1M1D
d2ef7a1 d2v8qe2 8I1M1I1M8P1M2I31P3I1P1M7P2I9P1I1P5I12P3I1M4I1M32P1I20P2I
d2ef7a1 d2yzia1 1I2M40P2I3P1M5P2M1P3M1P2M1I3P1M1P1D8P1M31P1D9P1I1M1P1M1I1M1P4M1P1D2I
d2ef7a1 d2yzqa1 1D1I1M28P1M2D2P2I1M6P2I9P1D1M2P2M1P1I1M2P1M1D2P1D56P1D2P2D
d2ef7a1 d2yzqa2 3D17P1D2P11D8P1I12P1D1P14D50P1I7P1I
d2ef7a1 d3ddja1 2D40P2I3P1M5P1D7P1I2P6I2P1M50P1I1P2I6P1M2P2M1P5I
d2ef7a1 d3ddja2 3D27P1M1D1P2M1I16P1D9P6I1P1M1I1P1I58P1M2P2M1I
d2ef7a1 d3k6ea_ 10I2M1I2P1M7P2I48P1I3P3I1P1I30P2D29P1M2I1M
d2ef7a1 d3kpba_ 3D39P1I21P3D58P3D
d2ef7a1 d3lqna_ 2I1P2I11P2I30P1I18P1M4I1M2I31P1M2D28P3M
d2egja_ d2essa1 6I47P1M46P1I16P1I1P1I4P1D1P1M2P1M2P1M2P11I
d2egja_ d2essa2 5I1P2I1M31P9D1P2D1P1M3D1I31P4D9P1I13P19D
d2egja_ d2f41a1 13I15P1I1M16P2M1P1M9D1P6D30P1I1P1I24P19D
d2egja_ d2fs2a1 32I36P1M1D1P1M1P2M9D43P1I13P18D
d2egja_ d2fuja1 1I1P1I39P2M1D2P2D47P2I1P1I14P1M1D5P1M9D
d2egja_ d2gf6a1 2I1M2I43P2M64P1I2P1I14P2I
d2egja_ d2gvha2 32P2M1P4M1D1I1M4D1P5D8P1I36P6I15P2D5P9D
d2egja_ d2hlja1 2I3P1I36P1D1P3M3P2M1D2I1M44P1I1P1I14P1M1D14P23I
d2egja_ d2hx5a1 3I1M2I46P8I63P1I3P1I13P3I
d2egja_ d2nuja1 22I37P1D1P3M1P1D51P3I15P1I2P1I7P1M3P1M2P8I
d2egja_ d2o5ua_ 13I39P1M1P1D1P1D50P1I2P1I14P1I2P1I14P3I
d2egja_ d2oafa1 7I41P2I7P1I62P2I16P5I
d2egja_ d2oiwa1 34P2M1P3D1P1M1P1M1P1M1P2M61P1I1P1I15P6I
d2egja_ d2owna1 7I96P1I14P1I1P1I15P11I
d2egja_ d2owna2 10I33P8D2P1M1D1M1P4D31P1I28P1M15D
d2egja_ d2q78a1 10I15P4I1P3I21P2D2P1D1M1D1M1P2D1P1D60P1I2P1M13D6I
d2egja_ d3bjka_ 2I3P1I29P2M1P2M3D3M1D1M1P5D8P1I35P9I16P1I9P2M5P9I
d2egja_ d3f5oa_ 35I32P1M2P2M1D1P2M1D1I1M2D1M5D1M43P2I13P6D1P11D
d2egja_ d3qy3a1 1I1P1I38P1D4P1M1D2P1D45P2I1P1I15P1I10P1M2P2M1P1I
d2egja_ d3s4ka_ 17I1M31P2M1P4M1D1I1M4D2I1M4D1M17P1D25P1I16P1M3D1M2D1M8D
d2ehda_ d2ekpa_ 1P1D32P1D1P2D9P1D10P1M1P1D73P1M1P1M4P2I37P29I22P1I5P1I1P1I1P3I
d2ehda_ d2fr1a1 6I1M2P1I24P1I8P2I3P1M2P1I6P4I22P1D1P1M22P3M24P4D11P1M27P1D1P3D9P11I13P1M1D1P1M3D9P27I
d2ehda_ d2fr1a2 22I1M8P3I2M22P20D6P1I11P4D10P1I3P1M2D1M2D2P1M1D2M1P2D2P1D15P1D1P1M2D10P1M2P4I3M2D1M2D3P1D16P2D10P1M1I16P1D1M1D8P1M14I
d2ehda_ d2fwmx_ 3I38P2D1P2D3P2D23P1M62P1M1P1M41P1I1M14P1I4P1M1P1M7P6I
d2ehda_ d2gdza1 1I1M45P5I2P1I40P5D1P3D25P3I12P1M1P1M29P2I12P35I15P1D3P1M1P1M7P9I
d2ehda_ d2h7ma_ 4I1M11P2I22P1I12P1I27P3I13P1I1P2I1P2I33P2D11P1D2M41P39I1P1I16P1M3P1M1I5P1I1P1I1P5I
d2ehda_ d2o23a_ 3I1M33P1M13P1I44P6I32P1I1P5I9P1M1P1M41P18I17P1D1P1M1P1M7P8I
d2ehda_ d2pd6a_ 5I46P1D28P1I47P1I12P1M1P1M41P17I15P1I4P1M1P1M5P1I1P1I1P
d2ehda_ d2q46a_ 2I26P2I18P2D1M1D1M18P2D1P5D12P3M2D11I3M1D1M1P1M4P1I18P4D1M8P1D1M2P1I1M2I2P1M1I2P1M2P1D17P4D9P27I17P2M1P1D7P1M23I
d2ehda_ d2rhca_ 47P4I72P2I15P1M1P1M41P38I17P1M6P1I5P5I
d2ehda_ d2vz0a_ 35P1I12P5I10P4I35P1M1I1M26P1D1P2D2M8P1M43P26I15P1I6P1M5P1I1P1I1P5I
d2ehda_ d2z1na_ 5I47P6I25P1D61P3M41P15I15P1I6P1M5P1I1P1I1P2I
d2ehda_ d3afma_ 5I38P1M2P1I6P4I39P1I38P1I1P4I9P1M1P1M3P1I38P27I15P2I6P1M7P5I
d2ehda_ d3ai2a_ 5I47P5I87P1M1P1M41P39I15P1I4P1M1P1M7P6I
d2ehda_ d3awda_ 8I47P4I41P1I46P1M1P1M4P2I37P29I15P1I4P1M1P1M7P5I
d2ehda_ d3e9nd_ 2D21P1D20P1D12P1I2P2I1P1M7P1D1P3D10P10D1P1D29P1D8P10D51P2M1P1M9P
d2ehda_ d3ezla_ 1P1D32P1I1M9P1I2P3I1M89P1M3D3I1M37P27I22P1I7P4I
d2ehda_ d3f1la_ 10I47P5I10P1I1P1I30P1I46P3M30P1D10P19I15P1I5P2M4P1I2P1M
d2ehda_ d3gdfa_ 18I12P2I24P1I11P5I87P1M1P1M4P2I25P1D11P27I15P1I6P1M7P5I
d2ehda_ d3i4fa_ 37P1I10P2I1P2I39P1I1P1I46P1D3P3I40P19I15P1M8P1I3P1I2P5I
d2ehda_ d3l6ea_ 1P1D46P1I38P6D30P1M1D12P1M2D2I1M38P7I16P4M9P3I
d2ehda_ d3l77a_ 47P5I75P1D11P3M29P2D10P19I16P1M12P7I
d2ehda_ d3n74d_ 3I48P1I40P1I37P4I9P1M1P1M41P6I15P1I6P1M5P1I1P1I1P2I
d2ehda_ d3nuga_ 4I47P1I78P1I9P1M1P1M41P28I15P1I4P1M1P1M5P1I1P1I1P3I
d2ehda_ d3o26a_ 1P1D44P5I12P1I30P1M29I1M1D3I2M2P1D38P1M1P1M1P1I1M1P42I1M25P2D10P12I21P1M2P1M2P1M1D
d2ehda_ d3oiga_ 5I12P2I34P5I40P1I1P2I2P1I32P2D11P1M1P1M41P29I17P1M6P1I3P2I2P7I
d2ehda_ d3pgxa_ 3I35P13I12P4I78P1I9P1M1P1M41P36I17P1M1P1M4P1I3P1I1P1I1P3I
d2ehda_ d3pk0a_ 6I47P5I87P1M1P1I1M41P27I15P1M8P1I3P1I1P1I1P11I
d2ehda_ d3pxxa_ 8I35P12I12P4I43P2D30P2D10P1M1P1M3P2I1M1I2P3I35P42I15P1I6P1M7P6I
d2ehda_ d3tzqa_ 3I34P1M12P1I40P2I47P1M1P1M41P26I24P1I3P1I1P1I1P17I
d2ehda_ d3ucxa_ 3I1M46P4I38P1I37P1D13P1M41P38I15P1I5P2M5P1I1P1I1P3I
d2ehda_ d3vc7a_ 2I47P1I74P2D13P1M41P21I19P1M1P1M7P8I
d2ehda_ d3zv4a_ 3I1M47P1I40P1I3P2I2P2I31P1D9P1M1P1M4P2M25P1D9P1I1P26I14P2I5P2M7P22I
d2eiaa2 d2wlva_ 13I2P2I14P1D54P1M2D2I1M3D3M22P2I2P3I1M22P3D
d2eiya_ d2hgxa_ 29I1M9P9I35P1I25P1D17P1I3P6I18P1D1P1D13P1I1P1D8P1I8P1D35P1I16P5I9P1I18P1I15P2I1P4I20P4I5P1M2P1I1M20P2D7P1D
d2eiya_ d3cswa_ 2D3P1D11P1M6P1I7P1D10P4D40P1D14P12D12P4I29P1D11P2D35P1I59P3M17P1D1P2D1P1D5P3M1D
d2eiya_ d3lqsa_ 4D38P4D66P1M1I12P6I16P4D8P1D23P1D26P1I80P1M12D1I
d2ej5a_ d2f6qa1 45P1D20P9I8P1D133P2M40D24I
d2ej5a_ d2gtra_ 20P1M1I1M24P1D19P13I7P1D134P2M40D36I
d2ej5a_ d2j5ga_ 5I1P1I10P1I9P3M39P1M3P5I1P1M4I33P1D21P1I84P1M1I1P1M40D21I
d2ej5a_ d3i47a_ 1M64P3I1P7I1P2I6P1D59P1D73P6M1I12M2P1M13P1D1P1M2P1M1P1M1D
d2ej5a_ d3oc7a_ 2M7P3I1P1I55P1D4I7P1D59P1D40P2D31P3M40D38I
d2ej5a_ d3qk8a_ 2I1P1I10P1I9P1D45P5I1P1M5I1M138P3M40D36I
d2ej5a_ d3qxza_ 1D2M63P7I1P6M1P2M1P1M113P1I17P2I31P1D1P1M6P1M1P1I
d2ej5a_ d3r9ta_ 1D1M55P1I9P1I2M2I2M1P4M2I1M3P1M1I2M1I1M92P1M30P1M4I3M40D39I
d2ej5a_ d3tlfa_ 1I65P1D1I1M2D2I1M1I5M2P2M1P1M51P1D22P2I57P1M37P
d2ejaa_ d3bofa2 1M2D1M1D4M4P1M10P1D1P2M1P1M2D1M2P1D2P1D5M5P1M2P1M3P1M19P1M2P2M2D3P1M8D1M11D2M1D1M14P1M12P2D4P13D1M2D1M2P1D1M2D3P2D30P7D1P3D1P2D1M12P1I10P10I1M1P1I1M15P1M7I1P1M1P1M1P2M2P1M8P1M1P1M2P1M9I1M2P3M10P1D3P3D1M5P2D3P2D2M14P3M7I
d2ejaa_ d3krua_ 3D3I3M1D4P4M1D1M7P4M8D1M5D2P2M16P1D8P1D1M3P1M2P1M1D1M1D3M2P5D1M15D1I3M14P1I2P1I10P2D2P1M2P6I2P1M2I1M1D1I1M2P5M1D2M3D1P2D32P1I2P3I1P1M1I1M2P2M1P6I1M2I1P2M15P1I2P1I9P1M8I1P1I9P2I8P15I1P1M15P1D4P1D2P6D12P2M3D5P2D2P1M2D2M2P1D1M2P1D1P5M4D14I
d2ejqa1 d3e11a1 4I16P1I1P2I5P1D7P1D5P5D11P1D1M4D4P6I13P1D2P1M1D1P1M2I19P1M5D10I
d2ek1a_ d2f1fa1 7P1D4P2I2P1D7P1I2P1M3P1D1M7P2M1D2M10P1M1P1I6P1D6P2D10P
d2ek1a_ d2ghpa1 1M22P2I5P2D5P7D37P2I
d2ek1a_ d2ghpa2 1D27P1D1M6P3M1D1P2M18P1D17P
d2ek1a_ d2ghpa3 1I1P2I12P1I15P1M1D6P3D3P2I18P1D18P3I
d2ek1a_ d2hzca_ 3I1P2I22P3I1P9I1M3P2D6P5D20P1D15P1D1P
d2ek1a_ d2mssa_ 2D27P1D6P6M1I19P1M1D15P1D
d2ek1a_ d2u2fa_ 28P1M1D7P1I1M1P1M26P2M1D1I3M7P6I
